timestamp,username,source_ip,user_agent,success,geo_country,is_attack,source_dataset
2017-07-06 11:59:00+00:00,192.168.10.3,192.168.10.50,protocol-6.0,1,port-389.0,0,CICIDS2017
2017-07-06 11:59:00+00:00,192.168.10.3,192.168.10.50,protocol-6.0,1,port-389.0,0,CICIDS2017
2017-07-06 11:59:00+00:00,8.0.6.4,8.6.0.1,protocol-0.0,1,port-0.0,0,CICIDS2017
2017-07-06 11:59:00+00:00,65.55.44.109,192.168.10.14,protocol-6.0,1,port-443.0,0,CICIDS2017
2017-07-06 11:59:00+00:00,192.168.10.3,192.168.10.14,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 11:59:00+00:00,129.6.15.29,192.168.10.50,protocol-17.0,1,port-123.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-6.0,1,port-88.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-88.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-88.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-53.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-17.0,1,port-88.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,72.38.129.202,192.168.10.19,protocol-17.0,1,port-123.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,224.0.0.251,192.168.10.12,protocol-17.0,1,port-5353.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,144.217.148.73,192.168.10.19,protocol-17.0,1,port-123.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.95.27.155,192.168.10.19,protocol-17.0,1,port-123.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-6.0,1,port-389.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-6.0,1,port-389.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-6.0,1,port-88.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.50,protocol-6.0,1,port-389.0,0,CICIDS2017
2017-07-06 12:00:00+00:00,192.168.10.3,192.168.10.12,protocol-6.0,1,port-389.0,0,CICIDS2017
